***8月27日（木）「警察は間違えちゃったんだ道を、後悔させてやろうぜ」&co(){by まる}
#region(開く,open)
#size(80%){#table_style(head=#e6e6fa:center,hover=#ffffeb){}
#table_filter(){時刻=show,関連=show,出来事=show,詳細=hide,備考=hide,動画=hide}
//
|~時刻|~関連|~出来事|~詳細|~備考|~動画|h
|24:18|ぱちお|ぱちおとえびすのテーザー交換|・えびすに二兎を追っちゃったと話す&br()・気持ちは分かると理解してくれた&br()・バディのえびすにぱちおのテーザー銃を渡す。「テーザーは壊れない、持っていて欲しい」&br()・捜査の邪魔をしたくない、退職まで赤城とともに動くと伝える&br()・この種の件よりぱちおの警察人生の方が重い、そのエンディングでいいの？と言われる&br()・えびすのテーザーを授けられた。華やかなエンディングを迎えたら返してと言われた&br()&br()・相手の名を言えない理由を問われる――やりたいことの邪魔になりたくない&br()&br()・NGワードが重要だと思わなかった、目的が達成できればいいと思った&br()・「対象者の説得は任せる」とえびすがぱちおの意向を汲んでくれた|||
|24:45|警察|警察が救急隊に共有&聴取|（真島・皇帝・るんるん・命田・橘・ももみ）&br()・ももみは無馬に会ったが話していない&br()・命田隊長に無馬から接触があった&br()・命田がももみが警察に種の件を共有したと無馬に伝えた&br()・無馬も把握した上での確認のようだったため、隠しても仕方がないと伝えたらしい&br()・無線で署員に確認するが、誰も無馬に話していなかった&br()・ももみは話してほしくなかった&br()&br()・命田隊長が病院外でも怪しいものを貰っていないか聞いていることを注意&br()・滅論に嗅ぎまわってると言われていた&br()・帆立、すずり、ろぎあ、けんつ、デヤンス、不働めいに怪しいものに気を付けてと話した&br()・救急隊員に「種」の事を共有していい、情報漏洩はクビにすればいいと伝える&br()&br()・無馬はももみに警察に共有してくれてありがとねと言っていた|||
|24:57|ぱちまる|&bold(){ぱちおがまるに捜査から外されたことを報告}|・真島に貸し1と安心して欲しくて、まるに無断で種を持っている人を1人知っていると伝えたことを謝罪&br()・真島とぱちおだけの秘密にして欲しいと頼み、その子を説得して期限までに種を花を必ず回収するから&br()&space(3)待っていてと伝えていた&br()・会議で真島がそれを全部暴露し、他の署員に隠しているのはおかしいと告発された&br()・警察は「種」というワードを出して捜査をしてはいけないことを重くとらえていたが、&br()&space(3)ぱちおはそこまでとは認識していなかった&br()・種保持者の名前を言うようにも追及されたが、まるとの約束があるため、言わなかった&br()・署長から捜査本部から外された&br()・「種」というワードを使わずに捜査するのは無理ゲーだと思っていたためびっくりした&br()&br()・まるが激怒した。優しさを見せた人の恩義を軽んじるような事をして、&br()&space(3)事前に共有もなく、吊し上げをした人でなしに種はあげない&br()・&bold(){まる「警察は間違えちゃったんだ道を、後悔させてやろうぜ」}&br()・種が黒いことになるなら無馬に返す、警察には渡さない、少なくとも謝るまでは。&br()&space(3)警察は正しいとは思うけど人としてどうかな？&br()・最初はあげてもいいと思っていたが、もうあげない。人の優しさを踏みにじる組織、&br()&space(3)事前に一言言えばよかった、仁義ですよ仁義&br()・それって本当に正義ですか？ぱちおは警察の正義を正義と思えなかったから半分警察で半分違う警察官だった&br()・人それぞれの正義はあれど、それを行使していいかは別。警察は横暴、そもそも種は罪ではない&br()・2年で培った警察からの信頼がなくなり、円満退職ができなくなった。&br()「まるは知ってる、ぱちおが白市民にも黒市民にもすごく寄り添ってくれていたのを」|||
|25:09|真島|真島が自分が詰んだことに気付いた|・種保持者を知っているぱちおとの約束を反故にし、断罪したことで、&br()&space(3)ぱちおと種保持者から嫌われ、種についての開示がされなくなることに気付いた|||
|~|警察|捜査のスピードを緩める|市民に怪しまれ過ぎているため、「種」捜査への比重を減らす|||
|25:20|まる|📞まるに銭形から死ぬかもと報告|・銭形が無馬に探されている&br()・天草に植木鉢の情報元を匂わせた&br()・銭形「まるから聞いたって言っていい？無馬さんに」&br()・まるは何もやましい事はしてない&br()・植木鉢はたまたま見つけた、変に嘘を吐かないように伝える|||
|25:30|まる|📞まるがセイジに警察に協力はしないと伝える|・ぱちおが信じた仲間に吊るし上げられて捜査から外された、ムカつくから警察に協力はしない&br()・場合によっては無馬に返すまで種を預かってもらえないかと頼む|||
|25:36|ぱちまる|まるがぱちおをメンケア|・署長に信用しろよ！と言われたが、信用したから真島に話した&br()&space(3)・まる「じゃあ僕（ぱちお）の事も信用してくださいよ」じゃない？&br()・ぱちおではなく、種持ちの子が警察を信用してないからこうなった、"言わなきゃ敵"になるのは履き違えている&br()・ギャングは仲間が言えない事があっても理由があるから言えないと汲む&br()・組織だからって頑張って動いた人の努力はなしになるの？&br()&br()・確実に種を持っている本人に「種」と言ったのは漏洩にならない、警察は自分たちで決めた決まりごとに囚われている|||
|25:49|真島|真島が皇帝・るんるんにメンケアされる|・ぱちおの優しさを無下にして断罪したことで、円満退職に傷をつけたこと、&br()&space(3)署内に不和を生んだこと、嫌われることを憂いて涙する&br()・警察の利になると思って無馬のゲームに勝手に乗ったことを自責&br()・言ってくれてよかった、ぱちおが警察を信用していないことが知れてよかった、真島は間違っていないとメンケアされる|#RP||
|25:53|けんつ🌱|🌱&bold(){けんつが「花」9つと紫種1個を収穫}||||
|~|けんつ🌱|🌱&bold(){けんつが紫の種を栽培}|・誤操作で世界瞑想1時間前に種を植えた&br()・「鉢植えを回収」しようとした瞬間「種を植える」が出現|||
|25:56|けんつ✖|🌱&bold(){けんつが紫の種の苗を処分した}|・紫の種消失|||
|25:50|ぱちお|ぱちおがぺんゆきや、斎藤、味野と話す|・斎藤に二兎を追ってしまった、大事な人との言わないという約束を守ったと伝える&br()・やらかしたのは事実だけどこれまでの頑張りはなくならないと斎藤に労われる&br()・斎藤とぺんにそのままでいて、警察に必要と声をかける|||
|26:02|けんつ|けんつが無馬に謝罪メッセージを送る||||
|26:06|ぱちお|ぱちおが署長と話す|・皆の前で強く言ったことを署長に謝罪された&br()・ショックだった、円満に退職できることろだったのに、もっとうまくやれただろ、もったいないと言われた&br()・ぱちおがすべて自分が悪いと認め、単独行動をしてしまったことを謝罪する&br()・署長に真島を守りたい気持ちと仲間を信用していない事が腑に落ちない、&br()&space(3)警察との約束より情報提供者との約束を優先したことと、真島を守りたいが一致しないと疑問を呈された。&br()・（ぱちお）警察かその子どっちを取るのかと言われたら、退職してでもその子の方を取る&br()&space(3)最終的に警察からの信用がなくなると分かっていたが、その子の説得は自分しかできないと思っていたため、&br()&space(3)それでも真島がペナルティを食らわないならと二兎を追った&br()&space(3)真島に安心して欲しいと思ってしまった&br()・（署長）真反対の事をしている、安心させたいのなら、みんなに共有するべきだった。&br()&space(3)真島1人に責任を押し付け、真島の負担になった&br()&space(3)そして最悪の形で判明してしまった。ぱちおも真島も望んでいなかった。行動の理屈は分かるが、筋が通っていない&br()・過度に責めたいわけではない、ぱちおの今後の学びにして欲しい&br()・署長に諭され、目先の真島の気持ちしか考えていなかった。真島に業を背負わせてしまったと納得する。&br()・（署長）ぱちおは署員に対しても市民に対しても親身になっていて、尊敬されるべき警察官だと思っていた。&br()&space(3)だからこそショックだったから強く言った。みんなとの信頼を回復してから退職して欲しい&br()・退職まで、赤城の提案の通り、無線に入らず、赤城と事件対応を行う&br()&br()署長「3年一緒に働いて来て、最後がこんな形でいいはずがない」&br()ぱちお「闇雲になって退職するのは僕も望んでないので、なるべく信頼してもらってから退職できるように努めます」&br()&br()・探偵をやりながらでも種や花の情報が入ったら随時情報提供をすると伝える&br()|※ ぱちおは紫の種を持っている||
|26:28|真島|真島が小峯にからかわれる（情報漏洩疑惑）|・真島が小峯の店に占いしに来いと誘われ、自分の事を占うのは怖いと断ったら、「ぱちおの事を占えば？」と言われた|||
|26:56|真島|真島が仕事運を占われる|【[[くるみ>天使　くるみ]]占い】&br()・学びが多い、仲間が助けてくれる&br()・ちゃんと助けを求めるといい、1人で苦しみたかったら1人でやればいい&br()【デヤンス占い】&br()・掘葬の儀式：何かを葬る、誰もが祝福された眠りを切望する。それを得られる者はほとんどいない&br()・望んだ着地点に行ける人は少ない|||

//
#table_sorter{even=#F7F7F7,odd=#FFFFFF}}
#endregion(8/27)
&small(){※ 住民の記憶力の限界、勘違い、認識の違いもあるため、情報が錯綜&br()※ 視点が多い&今後どの情報が必要になるか分からないため文章量が多くなっています}
[[SandBox/練習ページ2]]
