&font(#aaa,11px){編集ページ：[[捌木　たいたい/配信アーカイブ]]}

#div(width=200px,bgcolor=#FCF16E){&size(17){&font(b,#666666){　SEASON 1}}}
***&underdot(#f3e4bc,3px){2025年}
#region(開く)
#region(5月)&bold(){5月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|6/27|87|[[ゆちゃめろでぃが犯罪に巻き込まれている証拠を手に入れたい捌木。DAY87>>https://www.youtube.com/live/btrpj7Rd2Dc?si=zd7ZP3xN7dcdluQ1]] ||
|6/28|88|[[ゆちゃめろでぃが巻き込まれている犯罪の真相を自分の目で確かめたい捌木。DAY88>>https://www.youtube.com/live/11Zd8oY-yHo?si=Au8xB37PIw5IaPRy]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
//
#region(7月)&bold(){7月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|7/1|89|[[覚悟を決めてゆちゃめろでぃがなにに巻き込まれているのか探る捌木。DAY89>>https://www.youtube.com/live/rpzkyXrwnHw?si=CWjL0t1vIkLqGq-3]]||
|7/2|90|[[ゆちゃめろでぃを信じ続ける捌木。DAY90>>https://www.youtube.com/live/Bog0Fm5ysMo?si=vNn6dd6wvX5fA9YM]]||
|7/4|91|[[闇医者に誘拐され、監禁されている捌木。DAY91>>https://www.youtube.com/live/IM7Hq2MGYLc?si=98g8U4hSMrPcJHEz]]||
|7/5|92|[[意識不明の重体から目覚めた捌木。DAY92>>https://www.youtube.com/live/X7aJtrxzG6w?si=qWhbBm9e-8Pa1g4U]]||
|7/7|振り返り|[[まだ間に合う！直近の捌木たいたいの行動を振り返る配信。>>https://www.youtube.com/live/VLbjSUkZiZ0?si=bgAfGUwpF3kOCOQY]]||
|7/8|93|[[とても平和な白市民生活を送る捌木。DAY93>>https://www.youtube.com/live/DRQwXzwyuIU?si=BZUuD_iIGrzWmhpY]]||
|7/9|94|[[元気のない親友を心配する捌木。DAY94>>https://www.youtube.com/live/51c6REIuuTM?si=Z3Ato-tcfWiEq3gp]]||
|7/10|95|[[オオカミ合コンがあるらしいDAY95>>https://www.youtube.com/live/MF19lPjcgNY?si=VkIF5WVcOwvScQYK]]||
|7/12|96|[[最近色々あるルナガレージ。DAY96>>https://www.youtube.com/live/5NRvl_AK_K0?si=O7459CZrUxTy3IC1]]||
|7/15|97|[[そろそろ警察体験が来そう？DAY97>>https://www.youtube.com/live/DR0WXmpMsaY?si=_Hx6crzFAo7iD478]]||
|7/16|98|[[何かを隠しているルナガレメンバーを疑う捌木。（そんなに気にしていない）DAY98>>https://www.youtube.com/live/s2pZ8GB1qqY?si=u8xP0xnOfVUqXXRc]]||
|7/17|99|[[無馬さんが言っていたルナガレージの秘密を探ろうか悩む捌木。DAY99>>https://www.youtube.com/live/YmW1fLbn42U?si=ep2p0FNWFjkrwblQ]]||
|7/19|100|[[遅番！今日はなんかいい日になりそうな気がする捌木。DAY100>>https://www.youtube.com/live/nYJUxHM8V7g?si=VcydD8l5bqTNuAjk]]||
|7/22|101|[[何か変わったかな？DAY101>https://www.youtube.com/live/EaRLWYTwU1Y?si=Ku_IKACK2dCOABWt]]||
|7/23|102|[[遅番！ルナガレの経営が厳しいらしい。DAY102>>https://www.youtube.com/live/v6-eINIl32g?si=DC7D1wTscpQpyIKk]]||
|7/24|103|[[大切な先輩上田さん…狩ります。破道の九十、黒棺。DAY103>>https://www.youtube.com/live/cQL3Ypr4axA?si=OSCjlOVyy0kF6K9q]]||
|7/25|104|[[大切な先輩上田さん…狩ります。第二章。破道の九十、黒棺。DAY104 >>https://www.youtube.com/live/vAPu9EgQ1XE?si=rHJZBk__HFvqIc-e]]||
|7/26|105|[[上田さん…はどうでもいいです。こみ蔵を救いたい捌木。DAY105>>https://www.youtube.com/live/jmIQyVdrhr4?si=Y37XVektke7SM4Qm]]||
|7/29|106|[[帰国秒読みのこみ蔵を救いたい捌木。DAY106>>https://www.youtube.com/live/r4lJlFakPOk?si=XWlU3-124EdmoxFo]]||
|7/30|107|[[うれしいお知らせ→こみ蔵を帰国させたくない捌木。DAY107>>https://www.youtube.com/live/2HhOibse40Y?si=ZzEYKQJgg_pWIJL_]]||
|7/31|108|[[こみ蔵を帰国させたくない捌木。DAY108>>https://www.youtube.com/live/rJ7KsAwChso?si=jS35o0F00zukt0VD]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#region(8月)&bold(){8月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|8/1|109|[[こみ蔵SHIRAHAの件情報漏れてる...？怪しむ捌木。DAY109>>https://www.youtube.com/live/oh45nH3YzZs?si=V-hJyZ10lF9El7n4]]||
|8/2|110|[[緊急遅番する捌木。DAY110>>https://www.youtube.com/live/oq8D1RvOjDg?si=0Pg5MuxcNHaFM7us]]||
|8/5|111|[[周りから人が消えていく死神捌木。DAY111>>https://www.youtube.com/live/dejHxf8spRs?si=WGsXBGurHJV5hHf2]]||
|8/6|112|[[親友の帰る場所を守りたい捌木。DAY112>https://www.youtube.com/live/Rt-lmfisKkc?si=gIhemM0iLiNrRU7F]]||
|8/7|113|[[カジノに就職した捌木。早く寝る。DAY113>>https://www.youtube.com/live/i0CpK2bBPoc?si=Ru9sWYmIyYbNgPCu]]||
|8/12|114|[[親友の黒落ちに責任を感じる捌木。DAY114>>https://www.youtube.com/live/TcHDoZAgHrE?si=eoBScGjSqTajfs0D]]||
|8/13|115|[[ルナガレ黒落ちの波、キテマス。借金でそれどころではない捌木。DAY115>>https://www.youtube.com/live/XC94nxNotHA?si=F--mZHzU4EpsP2-y]]||
|8/14|116|[[ちゃんと稼げるルナガレで働く捌木。DAY116>>https://www.youtube.com/live/14hAs9GhU6w?si=R5yflo6zlHVX1rgV]]||
|8/15|117|[[稼げるだけ稼ぐ超遅番捌木。DAY117>>https://www.youtube.com/live/P0oVqTeopto?si=WLQx7x7PW2L2ThjE]]||
|8/19|118|[[ルナガレが激熱になりました。借金を稼ぎ切って心晴れやかな捌木。DAY118>>https://www.youtube.com/live/z4jwaJx7xV0?si=JUe0PwR1nzwwyQi_]]||
|8/20|119|[[上田関連でまたもめているルナガレージ。借金から解放された捌木。DAY119>>https://www.youtube.com/live/PKz0RJK1TVg?si=DGEY7nCQ6bPEfqj1]]||
|8/21|120|[[遅番ルナガレージ。上田さんが心配な捌木。DAY120>>https://www.youtube.com/live/IkZ8X8Wlgus?si=IXEqpmZk9De5GaAK]]||
|8/22|121|[[遅番ルナガレージ。ルナガレイベントが決定して嬉しい捌木。DAY121>>https://www.youtube.com/live/7BOe1_6fIDw?si=Q0yWEx3Ab99zII70]]||
|8/26|122|[[体験が多すぎるルナガレージ。ふらふら生きたい捌木。DAY122>>https://www.youtube.com/live/i709z-NkeBI?si=shHmYTsSh306jG8n]]||
|8/27|123|[[体験が多すぎるルナガレージ。BJからの借金が無くなった捌木。する捌木。DAY123>>https://www.youtube.com/live/H-SzUFZCP8M?si=Ajf8gRPnF5X7_9eg]]||
|8/28|124|[[ちょきの丸刈りが見たい。ちゃんとBJからの借金が無くなった捌木。DAY124>>https://www.youtube.com/live/cYJm0m4cSwg?si=QDb1ucnIaiHOMHEv]]||
|8/29|125|[[夏祭りを楽しみたい！ぱちまる喫茶で働きたい捌木。DAY125>>https://www.youtube.com/live/ZXbQe-LO2Rg?si=c55fYN0WS2sHDtmH]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion(8月)
#region(9月,open)&bold(){9月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|9/2|126|[[もしかしたらぱちまる喫茶面接なるか？ルナガレ早番捌木。DAY126>>https://www.youtube.com/live/PQLV3t4iBaw?si=XhbuBgMAMjy7IbIE]]||
|9/9|127|[[久々の起床。喫茶店にも立ちたい捌木。DAY127>>https://www.youtube.com/live/-Q1LUVsnf0Q?si=sfsubSmjXYKifkCe]]||
|9/10|128|[[喫茶ひまわりの居心地が良すぎる捌木。DAY128>>https://www.youtube.com/live/sKyDQNqqatc?si=IH38aqRM-WTOECV4]]||
|9/11|129|[[居場所が増えすぎた捌木。DAY129>>https://www.youtube.com/live/wTb70gh4PgE?si=auOLNO5SBsoSp8Oj]]||
|9/12|130|[[明日はイベントや！遅番捌木。DAY130>>https://www.youtube.com/live/Jc0RLqedVc8?si=v2CRj-TOEwxXvWp1]]||
|9/13|131|[[久々のイベント参加する捌木。DAY131>>https://www.youtube.com/live/PdJNeXni7RI?si=DAqfMW-h18tAA5IG]]||
|9/16|132|[[メカニック特殊技能が追加！ルナガレ捌木。DAY132>>https://www.youtube.com/live/B3_lScU2VHk?si=-A3Nkkvx5_l2qKdV]]||
|9/17|133|[[今日もバイトなのかルナガレ捌木。DAY133>>https://www.youtube.com/live/m5HOhpHP7Ek?si=bEB59f9jocJSaRf_]]||
|9/18|134|[[遅番！ルナガレ捌木。DAY134>>https://www.youtube.com/live/I4bC0sY7Zww?si=qHYQyNI89ne3To9t]]||

#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion(9月)
#endregion(2026年)
//
//
//
//
//
//
//
//
//
//
//
//
