#region(開く)

***6月1日～3日
#region(開く)
****6月1日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|~|2|ユニオンヘイスト|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/天草/CPU/トナカイ/月ノ島/まいにい/ネマ/みこだ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ナカバ/赤城/皇帝/ミンドリー/ぺいん/まるん/ひのらん/なずぴ/れう/えびす/レッサン/乱歩/ボブ}|8人|20：27|
|~|3|オイルリグ|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/ヘル/天草/CPU/トナカイ/月ノ島/まいにい/みこだ}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){鷹山/さぶ郎/乱歩}|0人|22：34|
|~|4|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで飛行機、札束出現せず全補填}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/ヘル/ナリエル/天草/CPU/トナカイ/月ノ島/ノエル/まいにい/みこだ}|0人|0人|01：51|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){6/8束(1.4億)回収}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/ひのらん/赤城/まるん/レッサン/れう/皇帝/ボブ}|4人|19：43|
|~|2|アーティファクト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：CPU/トナカイ/みこだ×}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ/紫水/ジョシュア}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){えんちょう/レッサン/たけい/るんるん/鷹山/霊明/まるん/乱歩/さぶ郎/ぺいん/ヒロヤマモト/ボブ}|4人|23：52|
|~|3|客船|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ/紫水/ジョシュア}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/まるん/えびす/レッサン/ぺいん/田中/乱歩/セリーヌ/えんちょう/竹井}|2人|01：20|

****6月8日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){5/8回収？}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ナタル/銭形/カイキ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/ぱちお/まるん/れむ/なずぴ/さぶ郎/竹井/レッサン/霊明/二部}|2人|21：44|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|ボブキャット|×|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レン/らみ/ネケ/ハイライト/JD/タコマツ/ぺお/ロック}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){竹井/馬ウアー/まるん/さぶ郎/ひのらん/れう/レッサン/ぱちお/霊明/夏苗/ぺいん/皇帝/二部}|8人|22：40|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ユニオンヘイスト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/那須/ゴン/すん/華憐/おきる/博士/ニャンコ/わきを/政宗/チャル/華月}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/えびす/夏苗/他1}|0人|23：20|
|~|2|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){補填あり}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/那須/ゴン/すん/おきる/博士/ニャンコ/わきを/政宗/チャル/華月}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|1人|23：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){9/10回収}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){オザワ/ぬくお/アドミゲス/ハイライト/ライアン/ぺお/タコマツ/イネヌコ/メラ/ロック}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|3人|01：11|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){CPU/トナカイ/月ノ島/まいにい/ノエル/ネマ/みこだ/アボ/安城/えいむ}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/ひのらん/ぱちお/竹井/霊明/レッサン}|1人|20：38|
|~|2|アーティファクト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/アボ/安城/CPU/えいむ/トナカイ/月ノ島/四五六確/まいにい/ノエル/ネマ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/皇帝/まるん/ひのらん/さぶ郎/ぱちお/なずぴ/竹井/霊明/レッサン/夏苗/二部}|5人|21：56|
|~|3|パシフィック銀行|◎|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/アボ/安城/CPU/えいむ/トナカイ/月ノ島/四五六確/まいにい/ノエル/ネマ/みこだ/天草}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){馬ウアー/れむ/皇帝/ぺいん/まるん/さぶ郎/ぱちお/なずぴ/竹井/れう/霊明/えびす/レッサン/夏苗/二部}|4人|23：14|
|~|4|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りNL：シャンクズ/けっつん/ナツメ×}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/ナリエル/天草/CPU/月ノ島/四五六確/まいにい/ノエル/みこだ/RB/安城}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぺいん/まるん/ぱちお/れう/えびす/レッサン/夏苗/二部}|4人|01：26|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|アーティファクト|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/チンピラ/たけーら/レオ/セイジ/ナツメ}|0人？|0人|01：2?|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/ケイン/トピオ/ジョシュア}|0人|0人|21：57|
|~|2|飛行場|×|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/芹沢/ケイン/トピオ/ジョシュア/傭兵：JD}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れう/えびす/皇帝/霊明/さぶ郎/ぺいん/レッサン/ぱちお/竹井/なずぴ/夏苗/まるん/二部}|3人|00：46|

****6月9日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ナタル/ボア/じょば/銭形/カイキ}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ネル/犬ルリ/オルカ/さぶ郎/レッサン/乱歩/ヒロヤマモト}|3人|21：20|
|~|2|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){173個回収。イベテロ適用}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ナタル/じょば}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ネル/犬ルリ/オルカ/さぶ郎/レッサン/乱歩/ヒロヤマモト}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/犬ルリ/セリーヌ/乱歩/ヒロヤマモト}|22：12|
|~|3|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填。横取り餡：那須/わきを/ゴン}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ナタル/イチカ/陣平/ボア/科場/じょば/銭形/カイキ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ネル/れむ/キーモット/れう/犬ルリ/まるん/セリーヌ/ぺいん/さぶ郎/レッサン/乱歩/えんちょう/二部}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/犬ルリ/セリーヌ/乱歩/ヒロヤマモト}|00：01|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ナリエル/安城/天草/えいむ/月ノ島/まいにい/ノエル/ネマ/エス}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/オルカ/さぶ郎/犬ルリ/レッサン/乱歩/ヒロヤマモト}|8人|21：??|
|~|2|カジノヘイスト|◎|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/白井/千代田/エス/ヘル/ナリエル/安城/天草/えいむ/トナカイ/月ノ島/まいにい/ノエル}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/キーモット/れむ/まるん/犬ルリ/さぶ郎/セリーヌ/れう/レッサン/ヒロヤマモト}|1人|23：57|
|~|3|アーティファクト|◎|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/千代田/エス/ヘル/ナリエル/安城/天草/えいむ/トナカイ/月ノ島/まいにい/ノエル}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/れむ/ぺいん/まるん/さぶ郎/セリーヌ/れう/レッサン/乱歩/えんちょう/二部/ヒロヤマモト}|2人|00：40|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|客船|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/けっつん/街雄/たけーら/フナ/レオ/セイジ}|0人|0人|00：45|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#3F9877):麻陀羅組|1|パレト銀行|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){タラちゃん/JD/ハイライト/ロック/イネヌコ/タコマツ/メラ/KT}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ぺいん/まるん/さぶ郎/れう/セリーヌ/レッサン/えんちょう/乱歩/二部}|5人？|01：3?|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/ケイン/トピオ/ジョシュア}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/他確認中}|2人|23：56|
|~|2|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/ケイン/トピオ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){れむ/ネル/セリーヌ/れう/まるん/さぶ郎/ぺいん/二部/えんちょう/レッサン/乱歩/ヒロヤマモト}|0人|00：53|

****6月10日（月）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|COLOR(gray):BGCOLOR(#EEE):定休日|
#endregion

***6月11日～17日
#region(開く)
****6月11日（火）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ボア/じょば/銭形/にーと}|0人|0人|22：23|
|~|2|ユニオンヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){IRiS合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/にーと/アヌギフ/ジョーカー/シュガーピーチ/レレレ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ひのらん/猫マンゴー/ボイラ/さぶ郎/竹井/ぱちお/セリーヌ/レッサン/えびす/つよき/二部/ボブ/ヒロヤマモト}|8人|23：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/わきを/政宗/那須/りえる/ゴン/すん}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ひのらん/えんちょう/つよき/二部/えびす/ボイラ/竹井/ボブ}|1人|22：10|
|~|2|オイルリグ|×|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/わきを/ゴン/りえる/ニャンコ/れりあ/華憐/華月/那須/博士/すん}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二部/つよき/レッサン/猫マンゴー/ひのらん/皇帝/ボブ/ボイラ/えびす/ヒロヤマモト}|5,6人|01：09|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|ユニオンヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){MOZU合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/にーと/アヌギフ/ジョーカー/シュガーピーチ/レレレ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ひのらん/猫マンゴー/ボイラ/さぶ郎/竹井/ぱちお/セリーヌ/レッサン/えびす/つよき/二部/ボブ/ヒロヤマモト}|8人|23：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アボ/千代田/エス/ヘル/安城/天草/月ノ島/ネマ/RB/CPU/まいにい}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/ひのらん/さぶ郎/ぱちお/竹井/えびす/よわき/えんちょう/ボブ/二部}|6人|21：50|
|~|2|カジノヘイスト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/アボ/千代田/エス/ヘル/安城/天草/CPU/月ノ島/まいにい/ネマ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/猫マンゴー/ひのらん/さぶ郎/セリーヌ/ぱちお/竹井/えびす/よわき/えんちょう/ボブ/二部/ヒロヤマモト}|3人|23：14|
|~|3|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){3個回収}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/千代田/ヘル/安城/天草/CPU/月ノ島/まいにい}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/猫マンゴー/ひのらん/セリーヌ/ぱちお/えびす/レッサン/つよき/ボブ/ヒロヤマモト}|1人|01：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|客船|◎|?人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|0人|0人|00：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ}|0人|0人|21：59|
|~|2|アーティファクト|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ/傭兵：JD}|9人～ &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/ボイラ/ボブ/えんちょう/ぱちお/二部/えびす/皇帝/竹井/他確認中}|1人|22：34|
|~|3|飛行場|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ケイン/トピオ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){猫マンゴー/えびす/皇帝/ボブ/レッサン/ひのらん/ボイラ/二部/つよき/ヒロヤマモト}|2人|00：45|

****6月12日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/銭形/カイキ}|0人|0人|19：21|
|~|2|アーティファクト|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/銭形/カイキ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/皇帝/犬ルリ/猫マンゴー/ひのらん/つよき/エギ/みやの/あるぴ}|4人|19：41|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|飛行場|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/華憐/華月/ニャンコ/博士/れりあ/クマゴリ/那須/政宗/ゴン/オザワ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/ぺいん/他確認中}|1人|01：23|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/エス/ナリエル/天草/月ノ島/ノエル/みこだ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/犬ルリ/猫マンゴー/ひのらん/竹井/よわき/エギ/みやの/あるぴ}|2人|19：17|
|~|2|ユニオンヘイスト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/アボ/ヘル/エス/ナリエル/天草/えいむ/CPU/月ノ島/ノエル/みこだ/まいにい}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/犬ルリ/猫マンゴー/ひのらん/竹井/よわき/エギ/みやの/あるぴ/皇帝/なずぴ}|3人|20：13|
|~|3|アーティファクト|◎|15人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/アボ/千代田/エス/ヘル/ナリエル/安城/天草/えいむ/CPU/トナカイ/月ノ島/ノエル/みこだ/まいにい}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/ぺいん/まるん/猫マンゴー/ひのらん/さぶ郎/なずぴ/レッサン/よわき/えんちょう/二部}|0人|01：03|
|~|4|ユニオンヘイスト|◎|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/アボ/千代田/エス/ヘル/ナリエル/安城/えいむ/CPU/トナカイ/月ノ島/ノエル/みこだ/まいにい}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/まるん/ひのらん/さぶ郎/えんちょう/二部}|8人|01：55|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|客船|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){AP/たけーら/街雄/フナ/レオ/セイジ/ハクナツメ/まる/けっつん}|6人？|0人|23：31|
|~|2|オイルリグ|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/AP/街雄/たけーら/フナ/レオ/セイジ/ハクナツメ}|0人|0人|00：25|
|~|3|ボブキャット|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/街雄/たけーら/フナ/レオ/セイジ/ハクナツメ}|0人|0人|01：00|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ケイン/トピオ/ジョシュア}|0人|0人|19：30|

****6月13日（木）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){BMのみ回収}|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){じょば/銭形/カイキ}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/まるん/ひのらん/ネル/ボブ}|1人|19：31|
|~|2|アーティファクト|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/じょば/銭形/ボア}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){らだお/ミンドリー/まるん/ひのらん/えびす/エギ/ボブ}|4人|20：56|
|~|3|客船|×|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヴァンダーマー/だよ/じょば/銭形/にーと/アヌギフ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/キーモット/れう/猫マンゴー/オルカ/ひのらん/レッサン/えびす/乱歩}|4人|23：11|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){わきを/チャルロス/ゴン/華月/政宗/博士/オザワ/クマゴリ}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/犬ルリ/らだお/竹井/田中/夏苗/エギ/ネル/ミンドリー/ボブ/ひのらん/他確認}|0人|19：26|
|~|2|パシフィック銀行|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){牢屋にて警官にプリズン送りを待ってもらったゴンが金持ちウェスカーからBMを回収しそのままプリズンへ。ミンドリーがウェスカー確保時に金持ちであることを確認していたことから警察内で問題になりプリズンへ行き事情聴取。ウェスカーがわきをにBMを渡し逃れようとするものの1円BMしか渡せずそのまま全て回収。今後全ギャングの警察牢屋対応の際なるべく手錠をプリズン送りの直前に外す対応へ。本事件の観測者同士の議論は慎重に}|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/博士/くまちゃん/わきを/クマゴリ/政宗/那須/華月/チャルロス/すん/ゴン/オザワ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/らだお/まるん/犬ルリ/ひのらん/乱歩/エギ/れう/なずぴ/えびす/ボブ/猫マンゴー/ぺいん/ミンドリー}|6人|20：42|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|×|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/天草/月ノ島/四五六確/まいにい/ネマ/ノエル}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ミンドリー/らだお/ぺいん/犬ルリ/猫マンゴー/エギ/なずぴ}|7人|19：46|
|~|2|オイルリグ|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/安城/天草/CPU/月ノ島/四五六確/まいにい/ネマ/ノエル}|0人|0人|20：33|
|~|3|ユニオンヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){回収えいむ鞄忘れ。他全員ラーク}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/安城/天草/CPU/えいむ/月ノ島/四五六確/まいにい/ネマ/ノエル/トナカイ}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ミンドリー/らだお/ぺいん/まるん/犬ルリ/猫マンゴー/ひのらん/エギ/なずぴ/ぱちお/れう/えびす/霊明/レッサン/乱歩/二部}|9人|21：57|
|~|4|飛行場|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/安城/天草/CPU/えいむ/月ノ島/四五六確/ネマ/ノエル/トナカイ}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/らだお/ぺいん/まるん/オルカ/犬ルリ/猫マンゴー/さぶ郎/ぱちお/れう/えびす/霊明/レッサン/乱歩/夏苗/二部}|6人|23：12|
