#region(開く)

***5月1日～6日
#region(開く)
****5月1日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|~|2|ユニオンヘイスト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/政宗/ハンク/そす/ゴン/ニャンコ/那須/華憐/れりあ/ぜろ/すん/わきを}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){川中/ミンドリー/ローズ/乱歩/れう/皇帝/ひのらん/レッサン/みこだ/竹井/さぶ郎/ぺいん/ありけん}|3人|23：48|
|~|3|客船|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ゴン/ニャンコ/那須/華憐/れりあ/すん/わきを}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ローズ/川中/ミンドリー/竹井/れう/皇帝/さぶ郎/なずぴ/レッサン/ひのらん/乱歩/ぺいん/ありけん}|5人|01：01|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/シュガーピーチ/（オザワ）}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/皇帝/つよき}|2人？|21：07|
|~|2|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){3箱分回収}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アドミゲス/ハイライト/つん/オザワ/カミヤ/ぬくお/イヴ/生雲丹}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/ぺいん/川中/みこだ/れう/さぶ郎/レッサン/ひのらん/ネル}|5|00：13|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){みみ/千代田/ヘル/天草/CPU/月ノ島/傭兵：タマーチ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/ひのらん/みこだ/竹井/ローズ/レッサン}|3人|19：24|
|~|2|飛行場|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){みみ/千代田/ヘル/天草/CPU/五十嵐/月ノ島/傭兵：タマーチ}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル（情報取りヘリのみ）}|0人|20：49|
|~|3|アーティファクト|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){みみ/千代田/ヘル/天草/CPU/五十嵐/月ノ島/傭兵：タマーチ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/ひのらん/みこだ/さぶ郎/竹井/ローズ/レッサン/川中/つよき/乱歩/ありけん}|3人|21：24|
|~|4|アーティファクト|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/ヘル/CPU/五十嵐/月ノ島/傭兵：タマーチ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/ひのらん/みこだ/竹井/ローズ/ありけん}|5人|00：17|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/ケイン/トピオ}|0人|0人|20：5?|
|~|2|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){CC横取り：ナツメ/タコマツ/イネヌコ。2人逮捕}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/ケイン/トピオ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/乱歩/レッサン/皇帝/ひのらん/ネル/ローズ}|0人|00：09|

****5月9日（木）
|SIZE(12):BGCOLOR(#EEE):組織|SIZE(12):BGCOLOR(#EEE):#|SIZE(12):BGCOLOR(#EEE):ミッション|SIZE(12):BGCOLOR(#EEE):回収結果|SIZE(12):BGCOLOR(#EEE):犯人|SIZE(12):BGCOLOR(#EEE):警察|SIZE(12):BGCOLOR(#EEE):逮捕者数|SIZE(12):BGCOLOR(#EEE):開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|オイルリグ|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/カイン/だよ/ナタル/イチカ/じょばーな/銭形/カイキ}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){鷹山/まるん/ぺいん/さぶ郎/竹井/レッサン}|1人|22：51|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|ボブキャット|△ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){銃のみ歪みで取れず、それ以外は回収。横取りGBC：到着時点で金取終了だったため撤退。横取りカウントなし}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アドミゲス/ハイライト/つん/姫一/ぬくお}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中} |0人|20：25|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み全補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/エスターク/ヘル/天草/CPU/五十嵐/トナカイ/月ノ島/四五六確}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/赤城/皇帝/ぺいん/まるん/さぶ郎}|0人|21：18|
|~|2|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){アーティ1個補填。横取りGBC：らみ/こはる/ネケ（アヒルボート）/×}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/エスターク/ヘル/椎花/天草/CPU/五十嵐/トナカイ/月ノ島/四五六確}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/竹井/さぶ郎/レッサン/人数さ把握して撤退}|0人|02：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ボイラー以外回収}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/まるん/ニトロ/赤城/さぶ郎/皇帝}|1人|20：18|
|~|2|パレト銀行|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){NL横取り？}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/ケイン/トピオ}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/レッサン}|0人|02：??|

****5月10日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：エスターク/CPU/五十嵐。全滅}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/オザワ/生雲丹/ローズ/つん/ぬくお/シュガーピーチ/パティ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/みこだ/よわき/他不明} |6人|00：26|
|~|2|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){9/10}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シュガーピーチ/ハイライト/オザワ/生雲丹/ローズ/つん/ぬくお/パティ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|0人|01：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エスターク/ヘル/椎花/CPU/トナカイ/月ノ島}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/みこだ/竹井/レッサン/つよき}|0人|20：25|
|~|2|客船|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/エスターク/ヘル/椎花/CPU/トナカイ/月ノ島}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ミンドリー/さぶ郎/みこだ/竹井/レッサン/よわき/乱歩}|0人|21：23|
|~|3|アーティファクト|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/エスターク/ヘル/椎花/CPU/五十嵐/トナカイ/月ノ島}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/みこだ/竹井/レッサン/乱歩}|0人|22：12|
|~|4|ユニオンヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り餡：ウェスカー/わきを/那須。2ダウンで撤退}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エスターク/ヘル/椎花/CPU/五十嵐/トナカイ/月ノ島}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){馬ウアー/ネル/ミンドリー/まるん/さぶ郎/みこだ/霊明/レッサン/よわき/乱歩}|0人|23：00|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで2束補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/チンピラ/SAY/ちの/セイジ/街雄}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー}|0人|21：59|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){5/6。1つ歪み対応}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){けっつん/SAY/まる/えんじ/ちの/街雄/セイジ/チンピラ/レオ}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/まるん/さぶ郎/ミンドリー/竹井/みこだ/乱歩/霊明}|3人|01：28|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/ケイン/トピオ}|0人|0人|21：39|
|~|2|ボブキャット|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みのためろっぷダウンしたが警察と協議後全員揃った状態で再スタートに決定}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/芹沢/ケイン/傭兵：ろっぷ/傭兵：ルナ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/霊明/まるん/さぶ郎/馬ウアー/みこだ/しょうじ/乱歩/よわき/レッサン}|4人|00：48|

****5月11日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|△ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで回収不能のため19:30まで待機し撤退、全補填対応}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/ボア/じょばーな/銭形/カイキ}|0人|0人|19：25|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|オイルリグ|×|2人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ぬくお/ハイライト}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|2人|20：05|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで1束補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/エスターク/CPU/五十嵐/トナカイ/月ノ島}|0人|0人|19：57|
|~|2|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/ヘル/椎花/トナカイ/月ノ島/四五六確}|0人|0人|02：06|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みで一部諦め＆補填。横取りALLIN：白井/CPU/五十嵐。ダウン1人撤退判断}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/けっつん/SAY/AP/チンピラ/フナ/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){対応遅れて来たがヘリアタックのみで撤退？}|0人|23：??|
|~|2|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){まる/けっつん/SAY/チンピラ/フナ/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|0人|01：53|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){2/8束については歪み補填対応}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ミックス/芹沢/ケイン/トピオ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/なずぴ/ローズ/ぱちお/みやの/まるん/赤城/しょうじ/ナカバ}|0人|19：53|
|~|2|パレト銀行|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ケイン/トピオ/ミックスは救援に駆け付けようとしたが間に合わず撤収}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/なずぴ/ローズ/まるん/しょうじ}|1人|20：51|
|~|3|ボブキャット|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){IRiS横取り：ハン/ハイライト/つん。逮捕1}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/芹沢/トピオ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/ぺいん/みこだ/オルカ/しセリーヌ/ローズ/みやの}|4人|23：0?|

****5月12日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){シマトリ前のお祭りミッション。餡+MOZU+GBC+IRiS合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【MOZU】カイキ/銭形/アヌギフ【GBC】こはる/ダミアン【IRiS】小峯/ぬくお}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ローズ/よわき/えびす/セリーヌ}|0人|20：49|
|~|2|ボブキャット|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填対応}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/銭形/カイキ/あいまいみー}|0人|0人|02：20|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){シマトリ前のお祭りミッション。餡+MOZU+GBC+IRiS合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【MOZU】カイキ/銭形/アヌギフ【GBC】こはる/ダミアン【IRiS】小峯/ぬくお}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ローズ/よわき/えびす/セリーヌ}|0人|20：49|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){シマトリ前のお祭りミッション。餡+MOZU+GBC+IRiS合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【MOZU】カイキ/銭形/アヌギフ【GBC】こはる/ダミアン【IRiS】小峯/ぬくお}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ローズ/よわき/えびす/セリーヌ}|0人|20：49|
|~|2|ボブキャット|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){CC合同。金持ち荷物超過により全回収出来ていなかった模様}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【CC】タコマツ/イネヌコ/ネマ/モーガン}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/つよき}|0人|23：12|
|~|3|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){NL合同。歪み補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ/博士/すん/華憐【NL】けっつん/SAY/チンピラ/たけーら}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/えびす/レッサン/さぶ郎/電波/つよき/セリーヌ}|1人|01：48|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){シマトリ前のお祭りミッション。餡+MOZU+GBC+IRiS合同}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【MOZU】カイキ/銭形/アヌギフ【GBC】こはる/ダミアン【IRiS】小峯/ぬくお}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ローズ/よわき/えびす/セリーヌ}|0人|20：49|
|~|2|飛行場|×|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/オザワ/姫一/ぬくお/イヴ/生雲丹}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|5人|22：48|
|~|3|客船|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/オザワ/姫一/カミヤ/ぬくお/イヴ/生雲丹}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){オルカ/ぺいん/電波/セリーヌ/よわき/他確認中}|0人|23：38|
|~|4|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/ジョーカー/ぬくお/イヴ/オザワ/姫一/生雲丹}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|1人|02：09|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/天草/月ノ島/四五六確}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){電波/ぺいん/オルカ/さぶ郎/セリーヌ/ボケマス/えびす/レッサン/つよき}|0人|22：58|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){NL合同。歪み補填}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ/博士/すん/華憐【NL】けっつん/SAY/チンピラ/たけーら}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/えびす/レッサン/さぶ郎/電波/つよき/セリーヌ}|1人|01：48|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FFC800):concellge|1|ボブキャット|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){餡合同。金持ち荷物超過により全回収出来ていなかった模様}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){【餡】ニャンコ【CC】タコマツ/イネヌコ/ネマ/モーガン}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/つよき}|0人|23：12|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|パレト銀行|×|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/トピオ/傭兵：紫水}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/よわき/セリーヌ/さぶ郎/えびす/レッサン}|3人|02：??|

****5月13日（月）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|COLOR(gray):BGCOLOR(#EEE):定休日|
#endregion

***5月14日～20日
#region(開く)
****5月14日（火）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/ニャンコ/那須/華月/わきを/政宗/クマゴリラ}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/みこだ/れう/なずぴ/レッサン/えびす/さぶ郎/竹井}|0人|20：33|
|~|2|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ほぼ心なきにより全滅}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){チャル/りえる/くまちゃん/ぜろ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|?人|22：36|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|カジノヘイスト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シュガーピーチ/ぬくお/ハイライト/レレレ/菖蒲/アドミゲス/つん/パティ/オザワ/イヴ/ジョーカー}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|1人|22：37|
|~|2|客船|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){アドミゲス/オザワ/姫一/イヴ/ジョーカー/つん/パティ/シュガーピーチ/レレレ/ハイライト}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/みこだ/さぶ郎/他確認中}|?人|01：13|
|~|3|ユニオンヘイスト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){オザワ/アドミゲス/シュガーピーチ/パティ/ぬくお/姫一/レレレ/ジョーカー/イヴ/つん/ハイライト}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/オルカ/さぶ郎/みこだ/ぺいん/乱歩/えびす/他確認中}|?人|02：08|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み全補填}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/みみ/千代田/エスターク/ヘル/安城/椎花/五十嵐/月ノ島/四五六確}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/みこだ/さぶ郎/なずぴ/竹井/れう/えびす/レッサン/乱歩}|0人|20：55|
|~|2|アーティファクト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/みみ/千代田/エスターク/ヘル/安城/椎花/天草/五十嵐/トナカイ/月ノ島/四五六確}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ミンドリー/ぺいん/みこだ/さぶ郎/なずぴ/竹井/れう/えびす/レッサン/乱歩}|1人|21：38|
|~|3|アーティファクト|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/みみ/千代田/エスターク/ヘル/安城/椎花/天草/五十嵐/トナカイ/月ノ島/四五六確}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/オルカ/みこだ/さぶ郎/えびす/霊明/レッサン/乱歩}|0人|01：36|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){1束だけ取れたが他が歪みで取れず耐え、金持ち判定だった2人のうち1人逃げ切りのため半分補填}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/ミックス/芹沢/ケイン/トピオ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/みこだ/レッサン/まるん/えびす/霊明/さぶ郎/オルカ/ネル} |3人|00：51|
